as.character(comp),Name,Protein_Classification,
Compound_6699,Tyrosine-protein kinase SRC,Kinase,NC1=C2C(N(N=C2C3=CC=C(C=C3)F)C(C)(C)C)=NC=N1
Compound_6699,Tyrosine-protein kinase SRC,Kinase,NC1=C2C(N(N=C2C3=CC=C(C=C3)F)C(C)(C)C)=NC=N1
Compound_6702,Kappa opioid receptor,GPCR,O=S(C1=CC=C(C)C=C1)(NCC2=CC=C(C(NCCN(C(C)C)CC3=CC=C(OC)C=C3)=O)C=C2)=O
Compound_6702,Kappa opioid receptor,GPCR,O=S(C1=CC=C(C)C=C1)(NCC2=CC=C(C(NCCN(C(C)C)CC3=CC=C(OC)C=C3)=O)C=C2)=O
Compound_6711,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC=C1OC)NC2=CC(NC(C3=CC=CC=C3OCC)=O)=CC=C2
Compound_6711,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC=CC=C1OC)NC2=CC(NC(C3=CC=CC=C3OCC)=O)=CC=C2
Compound_6711,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC=CC=C1OC)NC2=CC(NC(C3=CC=CC=C3OCC)=O)=CC=C2
Compound_6724,Dual specificity protein kinase CLK4,Kinase,BrC1=CN=CC(CNC2=NC(C3=CC=C(OCO4)C4=C3)=NC=C2)=C1
Compound_6725,Cytochrome P450 1A2,Oxidoreductases,ClC(C=C1)=CC=C1CNC2=NC(C3=CC=CC(OC)=C3)=NC=C2
Compound_6725,Dual specificity protein kinase CLK4,Kinase,ClC(C=C1)=CC=C1CNC2=NC(C3=CC=CC(OC)=C3)=NC=C2
Compound_6740,Glycogen synthase kinase-3 beta,Kinase,O=C1NC(C(C2=CN(CCCN(C)C)C3=C2C=C(OC)C=C3)=C1C4=CNC5=CC=CC=C45)=O
Compound_6753,Anandamide amidohydrolase,Hydrolases,O=C(N1CCC(CC2=CC=CC=C2)CC1)NC3=CC=CC=C3
Compound_6753,Anandamide amidohydrolase,Hydrolases,O=C(N1CCC(CC2=CC=CC=C2)CC1)NC3=CC=CC=C3
Compound_6763,Kappa opioid receptor,GPCR,CC[C@](C(NC1CCCCC1)=O)(C)N(CC2=CC=CO2)C(C3=NC=CC=C3)=O
Compound_6791,Serine/threonine protein phosphatase PP1-alpha catalytic subunit,Phosphatase,COC1=CN=C(C2=NC=CC=C2)N=C1SC3=CC=CC(Cl)=C3
Compound_6801,P-glycoprotein 1,Transporter,CC1=NC2=CC(C3=CC=CC=C3)=NN2C(N4CCN(C(C5=COC=C5)=O)CC4)=C1
Compound_6801,P-glycoprotein 1,Transporter,CC1=NC2=CC(C3=CC=CC=C3)=NN2C(N4CCN(C(C5=COC=C5)=O)CC4)=C1
Compound_6801,P-glycoprotein 1,Transporter,CC1=NC2=CC(C3=CC=CC=C3)=NN2C(N4CCN(C(C5=COC=C5)=O)CC4)=C1
Compound_6812,Mannose-6-phosphate isomerase,Isomerases,FC1=C([H])C2=C(C([H])=C1[H])SN(C3=C([H])C([H])=C([H])C([H])=C3[H])C2=O
Compound_6812,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,FC1=C([H])C2=C(C([H])=C1[H])SN(C3=C([H])C([H])=C([H])C([H])=C3[H])C2=O
Compound_6812,Glucose-6-phosphate 1-dehydrogenase,Oxidoreductases,FC1=C([H])C2=C(C([H])=C1[H])SN(C3=C([H])C([H])=C([H])C([H])=C3[H])C2=O
Compound_6812,Mannose-6-phosphate isomerase,Isomerases,FC1=C([H])C2=C(C([H])=C1[H])SN(C3=C([H])C([H])=C([H])C([H])=C3[H])C2=O
Compound_6812,Histone acetyltransferase GCN5,Transferases,FC1=C([H])C2=C(C([H])=C1[H])SN(C3=C([H])C([H])=C([H])C([H])=C3[H])C2=O
Compound_6812,Macrophage migration inhibitory factor,Isomerases,FC1=C([H])C2=C(C([H])=C1[H])SN(C3=C([H])C([H])=C([H])C([H])=C3[H])C2=O
Compound_6812,Macrophage migration inhibitory factor,Isomerases,FC1=C([H])C2=C(C([H])=C1[H])SN(C3=C([H])C([H])=C([H])C([H])=C3[H])C2=O
Compound_6812,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,FC1=C([H])C2=C(C([H])=C1[H])SN(C3=C([H])C([H])=C([H])C([H])=C3[H])C2=O
Compound_6812,Serine/threonine-protein kinase PLK1,Kinase,FC1=C([H])C2=C(C([H])=C1[H])SN(C3=C([H])C([H])=C([H])C([H])=C3[H])C2=O
Compound_6837,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3",Transferases,O=C(NC(NNC(CCC1=CC=CC=C1)=O)=S)C2=CC=CC=C2
Compound_6894,Anandamide amidohydrolase,Hydrolases,O=C(N1CCC(CC2=CC=CC=C2)CC1)NC3=CC=C(C)C=C3
Compound_6894,Anandamide amidohydrolase,Hydrolases,O=C(N1CCC(CC2=CC=CC=C2)CC1)NC3=CC=C(C)C=C3
Compound_6898,Muscarinic acetylcholine receptor M5,GPCR,O=C1N(CC2=CC=C(C(F)(F)F)C=C2)C3=CC=C(OC(F)(F)F)C=C3C1=O
Compound_6898,Muscarinic acetylcholine receptor M5,GPCR,O=C1N(CC2=CC=C(C(F)(F)F)C=C2)C3=CC=C(OC(F)(F)F)C=C3C1=O
Compound_6899,Muscarinic acetylcholine receptor M5,GPCR,O=C1N(CC2=CC=C(C(F)(F)F)C=C2)C3=CC=C(F)C=C3C1=O
Compound_6899,Muscarinic acetylcholine receptor M5,GPCR,O=C1N(CC2=CC=C(C(F)(F)F)C=C2)C3=CC=C(F)C=C3C1=O
Compound_6906,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=C(F)C=C4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_6906,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=C(F)C=C4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_6906,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=C(F)C=C4)=NC5=CC(C6=CC=CC=C6)=NN35
Compound_6923,Glucose-6-phosphate 1-dehydrogenase,Oxidoreductases,O=C(CN1C(C2=CC=CC=C2S1)=O)NC3=CC=C(Cl)C=C3
Compound_6943,Anandamide amidohydrolase,Hydrolases,O=C(N1CCN(C2=NC=CC=N2)CC1)NC3=CC=CC=C3
Compound_6980,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=C(C)C=C2)SC3=C1C=CC=C3
Compound_6980,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=CC=C(C)C=C2)SC3=C1C=CC=C3
Compound_6980,Histone acetyltransferase PCAF,Transferases,O=C1N(C2=CC=C(C)C=C2)SC3=C1C=CC=C3
Compound_6980,Glucose-6-phosphate 1-dehydrogenase,Oxidoreductases,O=C1N(C2=CC=C(C)C=C2)SC3=C1C=CC=C3
Compound_6980,Mannose-6-phosphate isomerase,Isomerases,O=C1N(C2=CC=C(C)C=C2)SC3=C1C=CC=C3
Compound_6980,Histone acetyltransferase GCN5,Transferases,O=C1N(C2=CC=C(C)C=C2)SC3=C1C=CC=C3
Compound_6980,Histone acetyltransferase PCAF,Transferases,O=C1N(C2=CC=C(C)C=C2)SC3=C1C=CC=C3
Compound_6980,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=CC=C(C)C=C2)SC3=C1C=CC=C3
Compound_6980,Vitamin D receptor,NHR,O=C1N(C2=CC=C(C)C=C2)SC3=C1C=CC=C3
Compound_7013,DNA-(apurinic or apyrimidinic site) lyase,Lyases,S=C(S/1)N(CCC(NC2=CC(O)=C(C(O)=O)C=C2)=O)C(C1=C/C3=CC=CO3)=O
Compound_7013,Bromodomain adjacent to zinc finger domain protein 2B,Other,S=C(S/1)N(CCC(NC2=CC(O)=C(C(O)=O)C=C2)=O)C(C1=C/C3=CC=CO3)=O
Compound_7013,DNA polymerase eta,Transferases,S=C(S/1)N(CCC(NC2=CC(O)=C(C(O)=O)C=C2)=O)C(C1=C/C3=CC=CO3)=O
Compound_7014,Cytochrome P450 2D6,Oxidoreductases,C1(C2=CC(OCO3)=C3C=C2)=C(NCC4=CC=CN=C4)N=CN=C1
Compound_7014,Dual specificty protein kinase CLK1,Kinase,C1(C2=CC(OCO3)=C3C=C2)=C(NCC4=CC=CN=C4)N=CN=C1
Compound_7014,Cytochrome P450 3A4,Oxidoreductases,C1(C2=CC(OCO3)=C3C=C2)=C(NCC4=CC=CN=C4)N=CN=C1
Compound_7014,Cytochrome P450 1A2,Oxidoreductases,C1(C2=CC(OCO3)=C3C=C2)=C(NCC4=CC=CN=C4)N=CN=C1
Compound_7014,Cytochrome P450 1A2,Oxidoreductases,C1(C2=CC(OCO3)=C3C=C2)=C(NCC4=CC=CN=C4)N=CN=C1
Compound_7014,Cytochrome P450 2C9,Oxidoreductases,C1(C2=CC(OCO3)=C3C=C2)=C(NCC4=CC=CN=C4)N=CN=C1
Compound_7014,Dual specificty protein kinase CLK1,Kinase,C1(C2=CC(OCO3)=C3C=C2)=C(NCC4=CC=CN=C4)N=CN=C1
Compound_7014,Cytochrome P450 2C19,Oxidoreductases,C1(C2=CC(OCO3)=C3C=C2)=C(NCC4=CC=CN=C4)N=CN=C1
Compound_7014,Cytochrome P450 3A4,Oxidoreductases,C1(C2=CC(OCO3)=C3C=C2)=C(NCC4=CC=CN=C4)N=CN=C1
Compound_7014,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Kinase,C1(C2=CC(OCO3)=C3C=C2)=C(NCC4=CC=CN=C4)N=CN=C1
Compound_7014,Cytochrome P450 1A2,Oxidoreductases,C1(C2=CC(OCO3)=C3C=C2)=C(NCC4=CC=CN=C4)N=CN=C1
Compound_7052,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2N=C(C3=CC=CC=C3)CC2C4=CC=C(OC)C=C4)(N)=O
Compound_7052,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2N=C(C3=CC=CC=C3)CC2C4=CC=C(OC)C=C4)(N)=O
Compound_7052,Carbonic anhydrase I,Lyases,O=S(C(C=C1)=CC=C1N2N=C(C3=CC=CC=C3)CC2C4=CC=C(OC)C=C4)(N)=O
Compound_7052,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2N=C(C3=CC=CC=C3)CC2C4=CC=C(OC)C=C4)(N)=O
Compound_7052,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2N=C(C3=CC=CC=C3)CC2C4=CC=C(OC)C=C4)(N)=O
Compound_7052,Cyclooxygenase-2,Oxidoreductases,O=S(C(C=C1)=CC=C1N2N=C(C3=CC=CC=C3)CC2C4=CC=C(OC)C=C4)(N)=O
Compound_7052,Carbonic anhydrase XII,Lyases,O=S(C(C=C1)=CC=C1N2N=C(C3=CC=CC=C3)CC2C4=CC=C(OC)C=C4)(N)=O
Compound_7052,Carbonic anhydrase IX,Lyases,O=S(C(C=C1)=CC=C1N2N=C(C3=CC=CC=C3)CC2C4=CC=C(OC)C=C4)(N)=O
Compound_7052,Geminin,Other,O=S(C(C=C1)=CC=C1N2N=C(C3=CC=CC=C3)CC2C4=CC=C(OC)C=C4)(N)=O
Compound_7052,Cyclooxygenase-2,Oxidoreductases,O=S(C(C=C1)=CC=C1N2N=C(C3=CC=CC=C3)CC2C4=CC=C(OC)C=C4)(N)=O
Compound_7078,Lysine-specific demethylase 4D-like,Other,OC1=C2N=CC=CC2=C(Cl)C=C1CN3CCN(C4=CC=CC=C4)CC3
Compound_7090,Cytochrome P450 1A2,Oxidoreductases,COC1=CC=C(C2=NC(NCC3=CC=CC=C3)=C4C=CC=CC4=N2)C=C1
Compound_7090,Cytochrome P450 3A4,Oxidoreductases,COC1=CC=C(C2=NC(NCC3=CC=CC=C3)=C4C=CC=CC4=N2)C=C1
Compound_7090,Cytochrome P450 1A2,Oxidoreductases,COC1=CC=C(C2=NC(NCC3=CC=CC=C3)=C4C=CC=CC4=N2)C=C1
Compound_7125,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(N(C)C(C3CCCCC3)=O)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_7125,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(N(C)C(C3CCCCC3)=O)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_7125,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(N(C)C(C3CCCCC3)=O)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_7125,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(N(C)C(C3CCCCC3)=O)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_7127,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN3CCCCC3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_7127,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN3CCCCC3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_7127,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN3CCCCC3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_7127,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN3CCCCC3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_7152,Serine/threonine protein phosphatase PP1-alpha catalytic subunit,Phosphatase,CC1=CC=C(SC2=NC(C3=NC=CC=C3)=NC=C2OC)C=C1
Compound_7153,Replication protein A 70 kDa DNA-binding subunit,Other,O=C(C1=NN(C2=CC=CC=C2)C(C3=CC=C(Cl)C(Cl)=C3)=C1)O
Compound_7193,Nuclear factor NF-kappa-B p100/p49 subunits,Other,BrC(S1)=CC=C1C(NC2=NC3=CC=C(OC)C=C3S2)=O
Compound_7196,Nuclear factor NF-kappa-B p100/p49 subunits,Other,O=C(NC1=CC=CC(C)=C1)C2=CC=C(NC(C3=CC=CC=C3)=O)C=C2
Compound_7207,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC(C)=C6)=NN53
Compound_7207,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC(C)=C6)=NN53
Compound_7207,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC(C)=C6)=NN53
Compound_7248,Solute carrier family 40 member 1,Transporter,CC1=CC=C(C=CC=C2NS(C3=CC=CC=C3)(=O)=O)C2=N1
Compound_7253,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC(Cl)=C6)=NN53
Compound_7253,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CO4)=NC5=CC(C6=CC=CC(Cl)=C6)=NN53
Compound_7256,Dual specificity protein kinase CLK4,Kinase,C1(C2=CC=C(OCO3)C3=C2)=NC=CC(NCC4=CN=CN=C4)=N1
Compound_7270,Kappa opioid receptor,GPCR,O=C(NCCCN1CCN(C2=CC=C(Cl)C=C2)CC1)CN(C3=O)C4=NC=CC(C)=C4N5C3=CC=C5
Compound_7272,Beta-glucocerebrosidase,Hydrolases,CC1=CC(C2=NC(NCC3=CC=CC=C3)=C4C=CC=CC4=N2)=CC=C1
Compound_7272,Cytochrome P450 1A2,Oxidoreductases,CC1=CC(C2=NC(NCC3=CC=CC=C3)=C4C=CC=CC4=N2)=CC=C1
Compound_7337,P-glycoprotein 1,Transporter,ClC1=CC(C2=NN3C(N=C(C4=CC=CO4)C=C3N5CCN(C(C6=COC=C6)=O)CC5)=C2)=CC=C1
Compound_7337,P-glycoprotein 1,Transporter,ClC1=CC(C2=NN3C(N=C(C4=CC=CO4)C=C3N5CCN(C(C6=COC=C6)=O)CC5)=C2)=CC=C1
Compound_7373,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein,Oxidoreductases,OC1=C(O)C=C2C(OC(C=C2)=O)=C1
Compound_7373,Carbonic anhydrase XII,Lyases,OC1=C(O)C=C2C(OC(C=C2)=O)=C1
Compound_7373,Carbonic anhydrase IX,Lyases,OC1=C(O)C=C2C(OC(C=C2)=O)=C1
Compound_7373,Carbonic anhydrase VII,Lyases,OC1=C(O)C=C2C(OC(C=C2)=O)=C1
Compound_7406,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(Cl)=CC=C1)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_7406,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC(Cl)=CC=C1)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_7406,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(Cl)=CC=C1)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_7406,Potassium channel subfamily K member 9,Ion_Channel,O=C(C1=CC(Cl)=CC=C1)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_7406,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(Cl)=CC=C1)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_7406,Potassium channel subfamily K member 3,Ion_Channel,O=C(C1=CC(Cl)=CC=C1)NC2=CC(NC(C3=CC=CC(C)=C3)=O)=CC=C2
Compound_7437,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=C(OC)C=C2)=C(NC(C)=O)C(C3=C1C=CC=C3)=O
Compound_7437,Heat shock protein HSP 90-beta,Other,O=C1C(C2=CC=C(OC)C=C2)=C(NC(C)=O)C(C3=C1C=CC=C3)=O
Compound_7437,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=C(OC)C=C2)=C(NC(C)=O)C(C3=C1C=CC=C3)=O
Compound_7448,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=CC=C2)=C(NC(C3=CC=CC=C3)=O)C(C4=CC=CC=C41)=O
Compound_7501,Aldose reductase,Oxidoreductases,OC(C(O)=C1C(C)C)=C(C=O)C2=C1C=C(C)C(C3=C(O)C(C(C=O)=C(O)C(O)=C4C(C)C)=C4C=C3C)=C2O
Compound_7502,D-amino-acid oxidase,Oxidoreductases,OC1=C(O)N=C2C(C=CC=C2)=N1
Compound_7502,D-amino-acid oxidase,Oxidoreductases,OC1=C(O)N=C2C(C=CC=C2)=N1
Compound_7502,D-amino-acid oxidase,Oxidoreductases,OC1=C(O)N=C2C(C=CC=C2)=N1
Compound_7521,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=C(Cl)C=C(Cl)C=C2)SC3=CC=CC=C31
Compound_7521,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=C(Cl)C=C(Cl)C=C2)SC3=CC=CC=C31
Compound_7559,Nuclear factor NF-kappa-B p100/p49 subunits,Other,OC1=CC(C2=CSC(NC3=CC=CC=N3)=N2)=CC=C1O
Compound_7592,Casein kinase I delta,Kinase,CCOC1=CC2=C(N=C(NC(CC3=CC=C(OC)C=C3)=O)S2)C=C1
Compound_7592,Casein kinase I delta,Kinase,CCOC1=CC2=C(N=C(NC(CC3=CC=C(OC)C=C3)=O)S2)C=C1
Compound_7596,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CC=C4)=NC5=CC(C6=CC=C(OC)C=C6)=NN53
Compound_7596,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CC=C4)=NC5=CC(C6=CC=C(OC)C=C6)=NN53
Compound_7596,P-glycoprotein 1,Transporter,O=C(C1=COC=C1)N(CC2)CCN2C3=CC(C4=CC=CC=C4)=NC5=CC(C6=CC=C(OC)C=C6)=NN53
Compound_7605,Steroid 5-alpha-reductase 1,Oxidoreductases,O=C1C=C[C@@]2(C)[C@](CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@@H]4C(NC(C)(C)C)=O)([H])N1
Compound_7605,Steroid 5-alpha-reductase 1,Oxidoreductases,O=C1C=C[C@@]2(C)[C@](CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@@H]4C(NC(C)(C)C)=O)([H])N1
Compound_7605,Steroid 5-alpha-reductase 1,Oxidoreductases,O=C1C=C[C@@]2(C)[C@](CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@@H]4C(NC(C)(C)C)=O)([H])N1
Compound_7605,Steroid 5-alpha-reductase 1,Oxidoreductases,O=C1C=C[C@@]2(C)[C@](CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@@H]4C(NC(C)(C)C)=O)([H])N1
Compound_7605,Steroid 5-alpha-reductase 2,Oxidoreductases,O=C1C=C[C@@]2(C)[C@](CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@@H]4C(NC(C)(C)C)=O)([H])N1
Compound_7605,Steroid 5-alpha-reductase 2,Oxidoreductases,O=C1C=C[C@@]2(C)[C@](CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@@H]4C(NC(C)(C)C)=O)([H])N1
Compound_7605,Steroid 5-alpha-reductase 2,Oxidoreductases,O=C1C=C[C@@]2(C)[C@](CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@@H]4C(NC(C)(C)C)=O)([H])N1
Compound_7605,Steroid 5-alpha-reductase 2,Oxidoreductases,O=C1C=C[C@@]2(C)[C@](CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@@H]4C(NC(C)(C)C)=O)([H])N1
Compound_7672,Sentrin-specific protease 6,Protease,OC1=CC(/C=N/NC2=NC(N3CCCC3)=NC(N4CCCC4)=C2)=CC=C1
Compound_7673,Kappa opioid receptor,GPCR,O=S(C1=CC=C(CC)C=C1)(NCC2=CC=C(C(NCCN(CC)CC3=CC=CC=C3)=O)C=C2)=O
Compound_7677,Transitional endoplasmic reticulum ATPase,Transporter,O=C1[C@@](C2(C)C)(CS(=O)(O)=O)CC[C@@H]2C1.NC3=NC4=C(C=CC=C4)N3C5=NC(C(OC)=CC=C6)=C6C(NCC7=CC=CC=C7)=N5
Compound_7686,P-glycoprotein 1,Transporter,CC1=NC2=CC(C3=CC=CC=C3)=NN2C(N4CCN(C(C5=COC=C5)=O)CC4)=C1C
Compound_7686,P-glycoprotein 1,Transporter,CC1=NC2=CC(C3=CC=CC=C3)=NN2C(N4CCN(C(C5=COC=C5)=O)CC4)=C1C
Compound_7689,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CSC=C3
Compound_7689,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CSC=C3
Compound_7689,Potassium channel subfamily K member 9,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CSC=C3
Compound_7689,Potassium channel subfamily K member 3,Ion_Channel,O=C(NC1=CC=CC(NC(C2=CC=CC=C2)=O)=C1)C3=CSC=C3
Compound_7753,Potassium channel subfamily K member 9,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_7753,Potassium channel subfamily K member 3,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_7753,Potassium channel subfamily K member 9,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_7753,Potassium channel subfamily K member 3,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_7753,Potassium channel subfamily K member 9,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_7753,Potassium channel subfamily K member 3,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_7753,Potassium channel subfamily K member 3,Ion_Channel,CC1=CC=CC(C(NC2=CC(NC(C3=CC=CC=C3OC)=O)=CC=C2)=O)=C1
Compound_7797,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN3CCC(C)CC3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_7797,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN3CCC(C)CC3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_7797,Tyrosine-protein kinase ITK/TSK,Kinase,OC(C)(C)CN1C2=CC=C(CN3CCC(C)CC3)C=C2N=C1NC(C4=CC=C(C5=CNN=C5)S4)=O
Compound_7838,Phosphoethanolamine/phosphocholine phosphatase,Hydrolases,O=C1N(C2=CC=CC=C2)SC3=C1C=C(Br)C=C3
Compound_7860,Transitional endoplasmic reticulum ATPase,Transporter,N=C1NC2=C(C=CC=C2)N1C3=NC4=C(OC)C=CC=C4C(NCC5=CC=CC=C5)=N3
Compound_7896,Transitional endoplasmic reticulum ATPase,Transporter,O=C(C(O)=O)O.NC1=NC2=C(C=CC=C2)N1C3=NC(C(OC)=CC=C4)=C4C(NCC5=CC=CC=C5)=N3
Compound_7923,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC(CNCC4)=C4C(NCC5=CC=CC=C5)=N3
Compound_7923,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC(CNCC4)=C4C(NCC5=CC=CC=C5)=N3
Compound_7923,Transitional endoplasmic reticulum ATPase,Transporter,NC1=NC2=C(C=CC=C2)N1C3=NC(CNCC4)=C4C(NCC5=CC=CC=C5)=N3
Compound_7937,Steroid 5-alpha-reductase 1,Oxidoreductases,ClC1=CC(CC[C@@H]2[C@@H]3CCC(N2C)=O)=C3C=C1
Compound_7937,Steroid 5-alpha-reductase 1,Oxidoreductases,ClC1=CC(CC[C@@H]2[C@@H]3CCC(N2C)=O)=C3C=C1
Compound_7937,Steroid 5-alpha-reductase 1,Oxidoreductases,ClC1=CC(CC[C@@H]2[C@@H]3CCC(N2C)=O)=C3C=C1
Compound_7971,Phosphodiesterase 5A,Hydrolases,ClC1=CC2=NC(C3=CC=CC=C3)=NC(NCC4=CC=CC=C4)=C2C=C1
Compound_8005,Heat shock protein HSP 90-alpha,Other,O=C1C(C2=CC=C(OC)C=C2)=C(NC(C3=CC=C(Cl)C=C3)=O)C(C4=CC=CC=C41)=O
Compound_8045,Transitional endoplasmic reticulum ATPase,Transporter,N=C1NC2=C(C=CC=C2)N1C3=NC4=C(C(NCC5=CC=CC=C5)=N3)CCCC4
Compound_8045,Transitional endoplasmic reticulum ATPase,Transporter,N=C1NC2=C(C=CC=C2)N1C3=NC4=C(C(NCC5=CC=CC=C5)=N3)CCCC4
